timestamp_pc,accel_x,accel_y,accel_z
2025-06-04T19:30:37.174994,10.19451,0.237026,-2.243367
2025-06-04T19:30:37.174994,10.192117,0.220267,-2.226608
2025-06-04T19:30:40.766164,10.199299,0.23942,-2.25055
2025-06-04T19:30:40.767552,10.201694,0.23942,-2.224213
2025-06-04T19:30:40.768740,10.204087,0.248997,-2.226608
2025-06-04T19:30:40.768740,10.208876,0.23942,-2.226608
2025-06-04T19:30:40.768740,10.21127,0.229843,-2.255338
2025-06-04T19:30:40.768740,10.199299,0.232238,-2.217031
2025-06-04T19:30:40.768740,10.204087,0.237026,-2.226608
2025-06-04T19:30:40.768740,10.204087,0.246603,-2.214637
2025-06-04T19:30:40.768740,10.213664,0.222661,-2.229002
2025-06-04T19:30:40.768740,10.213664,0.244209,-2.243367
2025-06-04T19:30:40.768740,10.189722,0.237026,-2.238579
2025-06-04T19:30:40.768740,10.216059,0.232238,-2.257732
2025-06-04T19:30:40.768740,10.192117,0.237026,-2.212242
2025-06-04T19:30:40.768740,10.230424,0.222661,-2.240973
2025-06-04T19:30:40.774379,10.220847,0.237026,-2.209848
2025-06-04T19:30:40.774379,10.204087,0.244209,-2.219425
2025-06-04T19:30:40.774379,10.204087,0.227449,-2.236184
2025-06-04T19:30:40.775933,10.228029,0.246603,-2.240973
2025-06-04T19:30:40.775933,10.21127,0.241814,-2.248155
2025-06-04T19:30:40.775933,10.19451,0.229843,-2.245761
2025-06-04T19:30:40.775933,10.201694,0.234632,-2.217031
2025-06-04T19:30:40.775933,10.199299,0.225055,-2.224213
2025-06-04T19:30:40.775933,10.223241,0.237026,-2.221819
2025-06-04T19:30:40.775933,10.189722,0.23942,-2.229002
2025-06-04T19:30:40.775933,10.213664,0.244209,-2.240973
2025-06-04T19:30:40.775933,10.204087,0.217872,-2.260126
2025-06-04T19:30:40.775933,10.199299,0.225055,-2.23379
2025-06-04T19:30:40.782597,10.199299,0.227449,-2.243367
2025-06-04T19:30:40.782597,10.208876,0.23942,-2.23379
2025-06-04T19:30:40.784114,10.18254,0.229843,-2.229002
2025-06-04T19:30:40.784114,10.218452,0.232238,-2.25055
2025-06-04T19:30:40.784114,10.201694,0.237026,-2.229002
2025-06-04T19:30:40.784114,10.204087,0.237026,-2.25055
2025-06-04T19:30:40.784114,10.237606,0.227449,-2.231396
2025-06-04T19:30:40.784114,10.196905,0.244209,-2.224213
2025-06-04T19:30:40.784114,10.201694,0.232238,-2.238579
2025-06-04T19:30:40.790725,10.213664,0.237026,-2.219425
2025-06-04T19:30:40.790725,10.21127,0.244209,-2.226608
2025-06-04T19:30:40.790725,10.192117,0.253785,-2.23379
2025-06-04T19:30:40.790725,10.216059,0.232238,-2.219425
2025-06-04T19:30:40.790725,10.204087,0.237026,-2.23379
2025-06-04T19:30:40.790725,10.206482,0.229843,-2.229002
2025-06-04T19:30:40.790725,10.216059,0.237026,-2.221819
2025-06-04T19:30:40.790725,10.206482,0.229843,-2.214637
2025-06-04T19:30:40.790725,10.220847,0.248997,-2.245761
