timestamp_pc,accel_x,accel_y,accel_z,event_marker_from_esp32
2025-06-04T19:29:57.282266,9.533711,0.215478,-2.078167,0
2025-06-04T19:29:57.282266,10.180145,0.232238,-2.209848,0
2025-06-04T19:29:57.283813,10.206482,0.237026,-2.221819,0
2025-06-04T19:29:57.283813,10.218452,0.205901,-2.236184,0
2025-06-04T19:29:57.283813,10.206482,0.220267,-2.219425,0
2025-06-04T19:29:57.285601,10.223241,0.222661,-2.229002,0
2025-06-04T19:29:57.285601,10.230424,0.229843,-2.214637,0
2025-06-04T19:29:57.285601,10.213664,0.23942,-2.217031,0
2025-06-04T19:29:57.285601,10.232818,0.213084,-2.200271,0
2025-06-04T19:29:57.287277,10.206482,0.234632,-2.224213,0
2025-06-04T19:29:57.287277,10.21127,0.222661,-2.229002,0
2025-06-04T19:29:57.287277,10.228029,0.215478,-2.202666,0
2025-06-04T19:29:57.287277,10.218452,0.225055,-2.202666,0
2025-06-04T19:29:57.288915,10.206482,0.222661,-2.178724,0
2025-06-04T19:29:57.288915,10.220847,0.227449,-2.207454,0
2025-06-04T19:29:57.288915,10.204087,0.217872,-2.217031,0
2025-06-04T19:29:57.290587,10.228029,0.205901,-2.212242,0
2025-06-04T19:29:57.290587,10.218452,0.225055,-2.212242,0
2025-06-04T19:29:57.290587,10.201694,0.232238,-2.197877,0
2025-06-04T19:29:57.290587,10.230424,0.222661,-2.238579,0
2025-06-04T19:29:57.293141,10.208876,0.237026,-2.212242,0
2025-06-04T19:29:57.293681,10.199299,0.23942,-2.231396,0
2025-06-04T19:29:57.293681,10.187328,0.23942,-2.224213,0
2025-06-04T19:29:57.293681,10.204087,0.237026,-2.214637,0
2025-06-04T19:29:57.295321,10.213664,0.220267,-2.229002,0
2025-06-04T19:29:57.295321,10.235212,0.222661,-2.20506,0
2025-06-04T19:29:57.295321,10.199299,0.232238,-2.217031,0
2025-06-04T19:29:57.295321,10.237606,0.203507,-2.214637,0
2025-06-04T19:29:57.297033,10.216059,0.213084,-2.1883,0
2025-06-04T19:29:57.297033,10.201694,0.217872,-2.231396,0
2025-06-04T19:29:57.297033,10.208876,0.217872,-2.195483,0
2025-06-04T19:29:57.298741,10.199299,0.208296,-2.214637,0
2025-06-04T19:29:57.298741,10.21127,0.227449,-2.240973,0
2025-06-04T19:29:57.298741,10.225636,0.217872,-2.217031,0
2025-06-04T19:29:57.300347,10.230424,0.225055,-2.183512,0
2025-06-04T19:29:57.300347,10.216059,0.21069,-2.197877,0
2025-06-04T19:29:57.302109,10.225636,0.220267,-2.209848,0
2025-06-04T19:29:57.302109,10.218452,0.208296,-2.217031,0
2025-06-04T19:29:57.302109,10.19451,0.234632,-2.226608,0
2025-06-04T19:29:57.302109,10.208876,0.229843,-2.248155,0
2025-06-04T19:29:57.302109,10.204087,0.241814,-2.214637,0
2025-06-04T19:29:57.302109,10.196905,0.229843,-2.23379,0
2025-06-04T19:29:57.302109,10.216059,0.225055,-2.207454,0
2025-06-04T19:29:57.302109,10.204087,0.215478,-2.183512,0
2025-06-04T19:29:57.302109,10.19451,0.222661,-2.217031,0
2025-06-04T19:29:57.302109,10.216059,0.232238,-2.226608,0
2025-06-04T19:29:57.302109,10.225636,0.232238,-2.207454,0
2025-06-04T19:29:57.302109,10.21127,0.205901,-2.1883,0
2025-06-04T19:29:57.302109,10.220847,0.213084,-2.217031,0
2025-06-04T19:29:57.302109,10.218452,0.222661,-2.212242,0
2025-06-04T19:29:57.302109,10.204087,0.217872,-2.202666,0
2025-06-04T19:29:57.308795,10.204087,0.227449,-2.226608,0
2025-06-04T19:29:57.308795,10.216059,0.222661,-2.214637,0
2025-06-04T19:29:57.308795,10.199299,0.217872,-2.20506,0
2025-06-04T19:29:57.308795,10.218452,0.217872,-2.214637,0
2025-06-04T19:29:57.308795,10.216059,0.215478,-2.207454,0
2025-06-04T19:29:57.308795,10.230424,0.215478,-2.231396,0
2025-06-04T19:29:57.308795,10.218452,0.220267,-2.197877,0
2025-06-04T19:29:57.308795,10.235212,0.244209,-2.207454,0
2025-06-04T19:29:57.308795,10.213664,0.217872,-2.224213,0
2025-06-04T19:29:57.308795,10.206482,0.229843,-2.219425,0
2025-06-04T19:29:57.308795,10.220847,0.23942,-2.207454,0
2025-06-04T19:29:57.308795,10.208876,0.205901,-2.224213,0
2025-06-04T19:29:57.308795,10.218452,0.225055,-2.231396,0
2025-06-04T19:29:57.308795,10.208876,0.208296,-2.200271,0
2025-06-04T19:29:57.308795,10.213664,0.217872,-2.219425,0
2025-06-04T19:29:57.308795,10.21127,0.220267,-2.176329,0
2025-06-04T19:29:57.308795,10.199299,0.227449,-2.219425,0
2025-06-04T19:29:57.317072,10.19451,0.217872,-2.214637,0
2025-06-04T19:29:57.317072,10.204087,0.222661,-2.20506,0
2025-06-04T19:29:57.317072,10.201694,0.225055,-2.236184,0
2025-06-04T19:29:57.317072,10.218452,0.222661,-2.202666,0
2025-06-04T19:29:57.317072,10.218452,0.227449,-2.20506,0
2025-06-04T19:29:57.317072,10.213664,0.232238,-2.178724,0
2025-06-04T19:29:57.317072,10.223241,0.227449,-2.231396,0
2025-06-04T19:29:57.317072,10.21127,0.222661,-2.231396,0
2025-06-04T19:29:57.317072,10.225636,0.232238,-2.217031,0
2025-06-04T19:29:57.317072,10.223241,0.232238,-2.1883,0
2025-06-04T19:29:57.317072,10.218452,0.225055,-2.214637,0
2025-06-04T19:29:57.317072,10.216059,0.21069,-2.20506,0
2025-06-04T19:29:57.317072,10.199299,0.232238,-2.195483,0
2025-06-04T19:29:57.317072,10.213664,0.227449,-2.217031,0
