timestamp_pc,accel_x,accel_y,accel_z
2025-06-04T19:22:59.683349,10.172963,0.378284,-2.3535
2025-06-04T19:22:59.690974,10.15381,0.373495,-2.375048
2025-06-04T19:22:59.691546,10.19451,0.363919,-2.351106
2025-06-04T19:22:59.691546,10.208876,0.37589,-2.363077
2025-06-04T19:22:59.691546,10.201694,0.35913,-2.351106
2025-06-04T19:22:59.691546,10.067618,0.914585,-3.074155
2025-06-04T19:23:03.275996,7.400477,-1.438915,-1.620875
2025-06-04T19:23:03.275996,2.32477,-1.462857,-1.041478
2025-06-04T19:23:03.283590,16.352398,1.884237,-2.310405
2025-06-04T19:23:03.283590,8.580819,-1.005565,-2.777274
2025-06-04T19:23:03.283590,9.112331,0.059855,-4.175488
2025-06-04T19:23:03.283590,21.69865,2.264915,-6.47871
2025-06-04T19:23:03.283590,6.641516,-1.94888,-1.376666
2025-06-04T19:23:03.283590,11.556811,1.285686,-2.667141
2025-06-04T19:23:03.283590,16.678009,1.474828,-5.940014
2025-06-04T19:23:03.283590,14.334085,1.857901,-3.332729
2025-06-04T19:23:03.283590,9.794679,0.869095,-4.22816
2025-06-04T19:23:03.283590,3.143587,-1.029507,-0.629675
2025-06-04T19:23:03.283590,2.185906,0.672771,0.411803
2025-06-04T19:23:03.291987,11.496957,-1.893813,-1.355118
2025-06-04T19:23:03.291987,7.21373,-0.328006,-1.357512
2025-06-04T19:23:03.291987,11.5616,-0.328006,-1.592144
2025-06-04T19:23:03.291987,3.761291,-0.823605,0.248997
2025-06-04T19:23:03.291987,12.938266,2.102109,-3.098097
2025-06-04T19:23:03.291987,16.357185,1.144428,-5.861006
2025-06-04T19:23:03.291987,14.025233,1.745373,-3.213019
2025-06-04T19:23:03.291987,12.785037,-1.991976,0.141258
2025-06-04T19:23:03.291987,7.941567,-0.603339,-3.342306
2025-06-04T19:23:03.291987,9.605537,-1.04866,-1.347936
2025-06-04T19:23:03.291987,11.626244,-0.191536,-1.896208
2025-06-04T19:23:03.291987,7.522582,-0.409408,-1.30484
2025-06-04T19:23:03.291987,5.978322,-1.036689,-1.580173
2025-06-04T19:23:03.300063,6.296751,-0.502782,-1.517924
2025-06-04T19:23:03.300063,12.016499,1.189918,-2.487576
2025-06-04T19:23:03.300063,10.187328,0.033519,-2.176329
2025-06-04T19:23:03.300063,8.101978,-0.505177,-4.141969
2025-06-04T19:23:03.300063,1.881842,-1.130063,-1.54426
2025-06-04T19:23:03.300063,16.141708,1.300052,-4.292804
2025-06-04T19:23:03.300063,9.947908,-0.632069,-1.99437
2025-06-04T19:23:03.300063,10.96305,0.055067,-2.13084
2025-06-04T19:23:03.300063,12.308591,1.295263,-3.873818
2025-06-04T19:23:03.300063,11.259931,1.254562,-2.461239
2025-06-04T19:23:03.300063,7.417237,-0.306458,-1.553837
2025-06-04T19:23:03.300063,10.070012,0.794875,-2.082955
2025-06-04T19:23:03.300063,10.398018,0.490811,-2.348712
2025-06-04T19:23:03.308321,9.67018,-1.11091,-2.240973
2025-06-04T19:23:03.308731,5.32231,0.560243,-1.865083
2025-06-04T19:23:03.308731,11.666945,-1.479617,-1.87466
2025-06-04T19:23:03.308731,12.859258,1.223437,-3.526659
2025-06-04T19:23:03.308731,10.618284,1.007959,-3.203442
2025-06-04T19:23:03.308731,8.250419,-0.687136,-1.673547
2025-06-04T19:23:03.308731,10.160992,0.591368,-2.389413
2025-06-04T19:23:03.308731,9.816227,0.28491,-2.11408
2025-06-04T19:23:03.308731,10.934319,0.407014,-2.365471
2025-06-04T19:23:03.308731,5.846641,-1.924938,-1.194707
2025-06-04T19:23:03.308731,4.819528,0.756568,-1.292869
2025-06-04T19:23:03.308731,25.225309,4.776433,-4.352659
2025-06-04T19:23:03.308731,11.365275,-0.802058,-1.848324
2025-06-04T19:23:03.316416,10.419566,1.280898,-2.166753
2025-06-04T19:23:03.316416,14.085089,2.63841,-3.926491
2025-06-04T19:23:03.316416,9.55047,0.28491,-1.714248
2025-06-04T19:23:03.316416,10.350134,1.134852,-2.592921
2025-06-04T19:23:03.316416,9.804255,0.272939,-2.212242
2025-06-04T19:23:03.316416,35.240253,6.955156,-17.51598
2025-06-04T19:23:03.316416,3.742137,-0.579397,-1.826776
2025-06-04T19:23:03.316416,13.951014,0.612916,-5.473145
2025-06-04T19:23:03.316416,11.669339,1.113304,-2.664747
2025-06-04T19:23:03.316416,18.045097,0.847547,-4.39336
2025-06-04T19:23:03.316416,9.26556,1.403002,-2.152387
2025-06-04T19:23:03.316416,12.65575,0.718261,-2.097321
2025-06-04T19:23:03.316416,10.398018,0.306458,-2.32477
2025-06-04T19:23:03.316416,10.208876,0.459687,-2.224213
2025-06-04T19:23:03.316416,37.691917,11.880029,3.10528
2025-06-04T19:23:03.324871,0.761356,1.115698,1.134852
2025-06-04T19:23:03.324871,8.020576,2.509123,-0.057461
2025-06-04T19:23:03.324871,7.891289,-2.817975,-0.708684
2025-06-04T19:23:03.324871,16.941372,2.161964,-4.939238
2025-06-04T19:23:03.324871,15.373169,3.529053,-4.192247
2025-06-04T19:23:03.324871,12.028469,-0.40462,-2.875436
2025-06-04T19:23:03.324871,11.080365,0.6608,-2.545036
2025-06-04T19:23:03.324871,9.409213,0.23942,-2.006341
2025-06-04T19:23:03.324871,8.722076,-1.113304,-3.902549
2025-06-04T19:23:03.324871,0.452504,-2.647987,-0.253785
2025-06-04T19:23:03.324871,9.131485,0.802058,-2.367866
2025-06-04T19:23:03.324871,7.486669,-1.314417,-1.302446
2025-06-04T19:23:03.324871,15.47612,0.919373,-4.91769
2025-06-04T19:23:03.324871,12.691663,1.345541,-3.636792
2025-06-04T19:23:03.324871,10.105926,0.033519,-1.80044
2025-06-04T19:23:03.324871,11.018116,0.620098,-2.449268
2025-06-04T19:23:03.324871,9.246407,0.28491,-2.001553
2025-06-04T19:23:03.324871,15.883134,-0.035913,0.574608
2025-06-04T19:23:03.324871,7.299921,0.234632,-3.744531
2025-06-04T19:23:03.332891,10.943896,-1.625663,-2.578555
2025-06-04T19:23:03.332891,11.686098,0.098162,-3.545813
2025-06-04T19:23:03.332891,10.575189,-0.272939,-3.069367
2025-06-04T19:23:03.332891,10.819398,1.510741,-1.94888
2025-06-04T19:23:03.332891,10.551247,0.469264,-2.32477
2025-06-04T19:23:03.332891,11.314998,0.665588,-2.636016
2025-06-04T19:23:03.332891,35.484463,7.702147,-14.451402
2025-06-04T19:23:03.332891,5.358223,0.23942,-2.650381
2025-06-04T19:23:03.332891,13.546393,0.500388,-4.984728
2025-06-04T19:23:03.332891,11.683704,0.969652,-2.889802
2025-06-04T19:23:03.332891,8.777143,-1.319205,-1.620875
2025-06-04T19:23:03.332891,7.845799,0.531513,-1.675941
2025-06-04T19:23:03.332891,7.448361,-0.605733,-1.47004
2025-06-04T19:23:03.332891,9.919178,0.196325,-1.92015
2025-06-04T19:23:03.332891,10.357317,0.684742,-2.578555
2025-06-04T19:23:03.332891,8.564059,-1.520318,-3.964798
2025-06-04T19:23:03.332891,0.019154,-3.157952,-0.126893
2025-06-04T19:23:03.332891,7.666234,0.64404,-1.345541
2025-06-04T19:23:03.332891,9.425972,-0.548272,-1.570596
2025-06-04T19:23:03.332891,8.736442,-0.483629,-0.196325
2025-06-04T19:23:03.332891,9.469068,0.232238,-2.229002
2025-06-04T19:23:03.332891,11.523293,1.103727,-2.928109
2025-06-04T19:23:03.332891,9.634268,-0.198719,-1.956063
2025-06-04T19:23:03.341290,8.985439,0.304064,-1.841141
2025-06-04T19:23:03.341945,10.275913,0.629675,-2.341529
2025-06-04T19:23:03.342666,29.482201,6.354211,-4.357447
2025-06-04T19:23:03.342666,11.398794,2.892196,-3.289633
2025-06-04T19:23:03.342666,6.703765,-2.545036,-0.526724
2025-06-04T19:23:03.342666,7.649475,0.155623,-2.044648
2025-06-04T19:23:03.342666,11.887212,0.600945,-2.662352
2025-06-04T19:23:03.342666,8.899248,0.596156,-1.206678
2025-06-04T19:23:03.342666,10.395624,0.402226,-2.224213
2025-06-04T19:23:03.342666,11.178528,0.45011,-2.547431
2025-06-04T19:23:03.342666,11.580753,0.746991,-2.892196
2025-06-04T19:23:03.345741,14.705187,-0.447716,-0.924162
2025-06-04T19:23:03.346252,12.035652,1.347936,-4.374207
2025-06-04T19:23:03.346252,10.704475,-1.87466,-1.905785
2025-06-04T19:23:03.346252,11.676521,0.960075,-2.274492
2025-06-04T19:23:03.346252,7.862558,-0.174777,-1.661576
2025-06-04T19:23:03.346252,9.667787,0.976834,-2.291251
2025-06-04T19:23:03.346252,9.617508,0.112527,-1.987187
2025-06-04T19:23:03.346252,10.012551,0.277727,-2.209848
2025-06-04T19:23:03.346252,31.555578,7.290344,-16.807297
2025-06-04T19:23:03.346252,15.524004,0.926556,-7.041347
2025-06-04T19:23:03.349782,6.861782,-1.728614,-0.428562
2025-06-04T19:23:03.349782,9.65821,0.97444,-1.798046
2025-06-04T19:23:03.350303,8.111555,-0.612916,-2.360683
