mean_accel_x,std_accel_x,var_accel_x,min_accel_x,max_accel_x,ptp_accel_x,energy_accel_x,mav_accel_x,mean_accel_y,std_accel_y,var_accel_y,min_accel_y,max_accel_y,ptp_accel_y,energy_accel_y,mav_accel_y,mean_accel_z,std_accel_z,var_accel_z,min_accel_z,max_accel_z,ptp_accel_z,energy_accel_z,mav_accel_z,mean_svm,std_svm,var_svm,min_svm,max_svm,ptp_svm,energy_svm,mav_svm,label
10.27289698,0.10951312985436781,0.011993125610499627,10.158598,10.718841,0.5602429999999998,5277.2202743651815,10.27289698,0.23453598,0.03247989033878655,0.0010549432764196,0.1652,0.323217,0.15801699999999996,2.8031034595490003,0.23453598,-2.22833146,0.06140936099332412,0.003771109617608398,-2.494758,-2.078167,0.41659099999999993,248.461610262167,2.22833146,10.514567484848017,0.11649192381784068,0.013570368314781596,10.394394582024534,11.008658613058632,0.6142640310340983,5528.484988086897,10.514567484848017,0
10.30411742,0.14207237274672233,0.02018455909788361,10.113108,10.730812,0.6177039999999998,5309.751018212267,10.30411742,0.26159046,0.045178288677731035,0.0020410777678484,0.1652,0.368707,0.203507,3.523532326543,0.26159046,-2.25289596,0.07562110782287178,0.005718551948358399,-2.494758,-2.078167,0.41659099999999993,254.062937926634,2.25289596,10.551032719710244,0.14986099196488661,0.022458316912699807,10.344278318586754,11.008658613058632,0.6643802944718775,5567.337488465443,10.551032719710244,0
10.27888236,0.12434525054552906,0.015461741333230394,10.113108,10.730812,0.6177039999999998,5283.544215602619,10.27888236,0.25804708000000004,0.04677536942102756,0.0021879351844736,0.146046,0.368707,0.222661,3.43881153405,0.25804708000000004,-2.25418886,0.06093739953493583,0.0037133666620803975,-2.413355,-2.157176,0.25617899999999993,254.254039160509,2.25418886,10.52652224225551,0.130655306986114,0.017070809243635687,10.344278318586754,10.995564322213434,0.6512860036266801,5541.237066297178,10.52652224225551,0
10.213616380000001,0.11278643649941063,0.012720780258235587,9.950302,10.544065,0.5937629999999992,5216.534016903127,10.213616380000001,0.22141584000000003,0.04062316932705276,0.0016502418861744001,0.136469,0.299275,0.162806,2.5337608044540003,0.22141584000000003,-2.21712664,0.05131182286637648,0.0026329031658703962,-2.367866,-2.097321,0.2705449999999998,245.914172048178,2.21712664,10.453978776825522,0.11818091553529451,0.013966728796760417,10.191680988837367,10.80047781088971,0.6087968220523425,5464.98194975576,10.453978776825522,0
10.192260300000001,0.12661181072194638,0.016030550614289974,9.900024,10.493786,0.5937619999999999,5194.910028678518,10.192260300000001,0.21399378,0.042452047699629285,0.0018021763538916,0.136469,0.306458,0.169989,2.3797757116289997,0.21399378,-2.20381478,0.05138611830184877,0.0026405331541315973,-2.365471,-2.092532,0.27293900000000004,242.97200588502898,2.20381478,10.430133954777897,0.13244580360540725,0.01754189089268211,10.120476282621485,10.761455021111273,0.6409787384897871,5440.261810275177,10.430133954777897,0
10.21227586,0.10234101465707872,0.0104736832810404,9.900024,10.493786,0.5937619999999999,5215.05259620099,10.21227586,0.2351106,0.039962372991102516,0.00159699125508,0.141258,0.308852,0.16759400000000002,2.843699274372,0.2351106,-2.22157976,0.04999067065345691,0.0024990671523823977,-2.365471,-2.092532,0.27293900000000004,246.89578485970202,2.22157976,10.453908039377227,0.10792734104700792,0.01164831094547716,10.120476282621485,10.761455021111273,0.6409787384897871,5464.7920803350635,10.453908039377227,0
10.236409340000002,0.0716426740105673,0.005132672739384414,10.120291,10.419566,0.29927499999999974,5239.460442438932,10.236409340000002,0.23693021999999997,0.02712937973215753,0.0007360032446515999,0.186748,0.308852,0.12210400000000002,2.843596619695,0.23693021999999997,-2.22244178,0.036283988287557356,0.0013165278060515992,-2.30801,-2.140416,0.1675939999999998,247.028199664781,2.22244178,10.477659777651986,0.07273484888199408,0.005290358241886516,10.35919652954895,10.669676503576339,0.31047997402738936,5489.3322387234075,10.477659777651986,0
10.251157599999999,0.09553653405017379,0.009127229338320015,10.060435,10.510546,0.4501109999999997,5254.767968468803,10.251157599999999,0.24133551999999997,0.03253294928544905,0.0010583927892096,0.186748,0.318429,0.13168100000000002,2.9650613001440003,0.24133551999999997,-2.23168336,0.04415638776383772,0.0019497865803503975,-2.367866,-2.140416,0.2274499999999997,249.118020294062,2.23168336,10.494160200655616,0.09809528141502163,0.00962268423589229,10.294435920063323,10.7776705229993,0.4832346029359762,5506.851050063009,10.494160200655616,0
10.1993471,0.46255228047732083,0.2139546121747701,7.335834,11.475409,4.139575000000001,5212.031793922659,10.1993471,0.25661051999999995,0.21884766179900028,0.0478942990748896,-0.328006,1.522712,1.850718,5.687162902478,0.27873296,-2.23972778,0.37301029107692407,0.1391366772492916,-4.271256,-0.715866,3.55539,257.77586028765097,2.23972778,10.451267986669729,0.5299941632397603,0.28089381306821376,7.377974826573211,12.338852919528664,4.960878092955453,5475.494817112788,10.451267986669729,0
10.20212444,0.4717806511090154,0.2225769827608465,7.335834,11.475409,4.139575000000001,5215.296003600309,10.20212444,0.25153482,0.2312552649429362,0.05347899756382761,-0.328006,1.522712,1.850718,5.837438161813001,0.27624297999999997,-2.23355074,0.3905562837548929,0.15253421078043242,-4.271256,-0.715866,3.55539,257.064155946749,2.23355074,10.453236377810404,0.5420343013118761,0.29380118379865366,7.377974826573211,12.338852919528664,4.960878092955453,5478.19759770887,10.453236377810404,0
