timestamp_pc,accel_x,accel_y,accel_z,label
2025-06-04T19:29:57.400684,10.208876,0.222661,-2.197877,0
2025-06-04T19:29:57.400684,10.208876,0.225055,-2.221819,0
2025-06-04T19:29:57.400684,10.206482,0.220267,-2.20506,0
2025-06-04T19:29:57.400684,10.19451,0.215478,-2.200271,0
2025-06-04T19:29:57.400684,10.199299,0.227449,-2.1883,0
2025-06-04T19:30:01.459290,10.237606,0.220267,-2.226608,0
2025-06-04T19:30:01.459290,10.240001,0.227449,-2.23379,0
2025-06-04T19:30:01.459290,10.216059,0.232238,-2.197877,0
2025-06-04T19:30:01.459290,10.160992,0.215478,-2.226608,0
2025-06-04T19:30:01.459290,10.168175,0.222661,-2.20506,0
2025-06-04T19:30:01.459290,10.158598,0.191536,-2.193089,0
2025-06-04T19:30:01.459290,10.163386,0.191536,-2.193089,0
2025-06-04T19:30:01.459290,10.184934,0.215478,-2.190695,0
2025-06-04T19:30:01.459290,10.187328,0.205901,-2.176329,0
2025-06-04T19:30:01.459290,10.196905,0.189142,-2.193089,0
2025-06-04T19:30:01.459290,10.192117,0.203507,-2.195483,0
2025-06-04T19:30:01.459290,10.218452,0.21069,-2.217031,0
2025-06-04T19:30:01.466420,10.230424,0.208296,-2.245761,0
2025-06-04T19:30:01.467291,10.216059,0.222661,-2.214637,0
2025-06-04T19:30:01.467291,10.230424,0.227449,-2.212242,0
2025-06-04T19:30:01.468607,10.218452,0.234632,-2.209848,0
2025-06-04T19:30:01.468607,10.362105,0.227449,-2.207454,0
2025-06-04T19:30:01.468607,10.33098,0.229843,-2.226608,0
2025-06-04T19:30:01.468607,10.369287,0.258574,-2.296039,0
2025-06-04T19:30:01.471064,10.30225,0.260968,-2.245761,0
2025-06-04T19:30:01.471426,10.271125,0.260968,-2.240973,0
2025-06-04T19:30:01.471934,10.295067,0.258574,-2.262521,0
2025-06-04T19:30:01.471934,10.240001,0.265756,-2.238579,0
2025-06-04T19:30:01.471934,10.228029,0.25618,-2.221819,0
2025-06-04T19:30:01.471934,10.196905,0.25618,-2.257732,0
2025-06-04T19:30:01.474826,10.18254,0.229843,-2.1883,0
2025-06-04T19:30:01.476004,10.19451,0.225055,-2.197877,0
2025-06-04T19:30:01.476004,10.18254,0.205901,-2.212242,0
2025-06-04T19:30:01.476004,10.230424,0.234632,-2.078167,0
2025-06-04T19:30:01.476004,10.568007,0.1652,-2.343924,0
2025-06-04T19:30:01.476004,10.366894,0.177171,-2.169147,0
2025-06-04T19:30:01.476004,10.27352,0.217872,-2.142811,0
2025-06-04T19:30:01.476004,10.400413,0.229843,-2.286463,0
2025-06-04T19:30:01.476004,10.412383,0.263362,-2.298434,0
2025-06-04T19:30:01.476004,10.338163,0.287304,-2.262521,0
2025-06-04T19:30:01.476004,10.326192,0.301669,-2.293645,0
2025-06-04T19:30:01.476004,10.263943,0.287304,-2.262521,0
2025-06-04T19:30:01.482854,10.242394,0.289698,-2.267309,0
2025-06-04T19:30:01.483741,10.180145,0.241814,-2.221819,0
2025-06-04T19:30:01.483741,10.429143,0.191536,-2.135628,0
2025-06-04T19:30:01.483741,10.424355,0.23942,-2.207454,0
2025-06-04T19:30:01.483741,10.718841,0.270545,-2.494758,0
2025-06-04T19:30:01.483741,10.388441,0.282516,-2.238579,0
2025-06-04T19:30:01.483741,10.280702,0.258574,-2.207454,0
2025-06-04T19:30:01.483741,10.407595,0.323217,-2.365471,0
2025-06-04T19:30:01.483741,10.323798,0.308852,-2.319981,0
2025-06-04T19:30:01.483741,10.223241,0.294487,-2.281674,0
2025-06-04T19:30:01.483741,10.240001,0.280122,-2.291251,0
2025-06-04T19:30:01.483741,10.218452,0.246603,-2.243367,0
2025-06-04T19:30:01.483741,10.151415,0.213084,-2.20506,0
2025-06-04T19:30:01.483741,10.168175,0.222661,-2.207454,0
2025-06-04T19:30:01.483741,10.730812,0.316035,-2.377442,0
2025-06-04T19:30:01.483741,10.34774,0.28491,-2.322376,0
2025-06-04T19:30:01.491099,10.13705,0.368707,-2.1883,0
2025-06-04T19:30:01.491099,10.311827,0.311246,-2.363077,0
2025-06-04T19:30:01.491099,10.311827,0.306458,-2.336741,0
2025-06-04T19:30:01.491099,10.16578,0.335188,-2.226608,0
2025-06-04T19:30:01.491099,10.146626,0.296881,-2.243367,0
2025-06-04T19:30:01.491099,10.192117,0.246603,-2.243367,0
2025-06-04T19:30:01.491099,10.113108,0.234632,-2.161964,0
2025-06-04T19:30:01.491099,10.127473,0.189142,-2.178724,0
2025-06-04T19:30:01.491099,10.18254,0.196325,-2.190695,0
2025-06-04T19:30:01.491099,10.19451,0.205901,-2.185906,0
2025-06-04T19:30:01.491099,10.55843,0.205901,-2.23379,0
2025-06-04T19:30:01.491099,10.323798,0.260968,-2.164358,0
2025-06-04T19:30:01.491099,10.618284,0.323217,-2.413355,0
2025-06-04T19:30:01.491099,10.417171,0.275333,-2.305616,0
2025-06-04T19:30:01.491099,10.304645,0.294487,-2.238579,0
2025-06-04T19:30:01.491099,10.342952,0.320823,-2.303222,0
2025-06-04T19:30:01.491099,10.311827,0.320823,-2.322376,0
2025-06-04T19:30:01.491099,10.232818,0.282516,-2.264915,0
2025-06-04T19:30:01.491099,10.19451,0.251391,-2.248155,0
2025-06-04T19:30:01.491099,10.19451,0.246603,-2.255338,0
2025-06-04T19:30:01.491099,10.149021,0.217872,-2.231396,0
2025-06-04T19:30:01.499600,10.127473,0.225055,-2.181118,0
2025-06-04T19:30:01.499600,10.244789,0.189142,-2.181118,0
2025-06-04T19:30:01.499600,10.338163,0.146046,-2.238579,0
2025-06-04T19:30:01.499600,10.247183,0.155623,-2.157176,0
2025-06-04T19:30:01.499600,10.283096,0.201113,-2.178724,0
2025-06-04T19:30:01.499600,10.326192,0.19393,-2.229002,0
2025-06-04T19:30:01.499600,10.314221,0.225055,-2.226608,0
2025-06-04T19:30:01.499600,10.271125,0.258574,-2.293645,0
2025-06-04T19:30:01.499600,10.290278,0.272939,-2.274492,0
2025-06-04T19:30:01.499600,10.25676,0.282516,-2.276886,0
2025-06-04T19:30:01.499600,10.242394,0.25618,-2.25055,0
2025-06-04T19:30:01.499600,10.218452,0.234632,-2.252944,0
2025-06-04T19:30:01.499600,10.544065,0.23942,-2.327164,0
2025-06-04T19:30:01.499600,10.271125,0.263362,-2.157176,0
2025-06-04T19:30:01.499600,10.426748,0.299275,-2.367866,0
2025-06-04T19:30:01.508467,10.357317,0.258574,-2.296039,0
2025-06-04T19:30:01.508467,10.242394,0.251391,-2.214637,0
2025-06-04T19:30:01.508467,10.275913,0.280122,-2.27928,0
2025-06-04T19:30:01.508467,10.292673,0.275333,-2.291251,0
2025-06-04T19:30:01.508467,10.228029,0.270545,-2.252944,0
2025-06-04T19:30:01.508467,10.21127,0.265756,-2.23379,0
2025-06-04T19:30:01.508467,10.175357,0.248997,-2.212242,0
2025-06-04T19:30:01.508467,10.168175,0.225055,-2.185906,0
2025-06-04T19:30:01.508467,10.081984,0.21069,-2.202666,0
2025-06-04T19:30:01.508467,9.988609,0.174777,-2.135628,0
2025-06-04T19:30:01.508467,10.007763,0.136469,-2.097321,0
2025-06-04T19:30:01.508467,10.15381,0.141258,-2.202666,0
2025-06-04T19:30:01.508467,10.180145,0.184354,-2.190695,0
2025-06-04T19:30:01.508467,10.180145,0.172383,-2.147599,0
2025-06-04T19:30:01.508467,10.201694,0.186748,-2.171541,0
2025-06-04T19:30:01.508467,10.213664,0.196325,-2.217031,0
2025-06-04T19:30:01.516146,10.235212,0.205901,-2.217031,0
2025-06-04T19:30:01.516146,10.25676,0.232238,-2.209848,0
2025-06-04T19:30:01.517666,10.261548,0.225055,-2.219425,0
2025-06-04T19:30:01.517666,10.072407,0.227449,-2.212242,0
2025-06-04T19:30:01.517666,9.950302,0.270545,-2.1883,0
2025-06-04T19:30:01.517666,10.024523,0.232238,-2.185906,0
2025-06-04T19:30:01.517666,10.117896,0.186748,-2.202666,0
